pha,diameter,albedo,diameter_sigma,epoch,epoch_mjd,epoch_cal,i,om,w,ma,ad,tp,tp_cal,sigma_e,sigma_a,sigma_q,sigma_i,sigma_om,sigma_w,sigma_ma,sigma_ad,sigma_n,sigma_tp,sigma_per,rms
N,4.07,0.032,1.392,2459000.5,59000,20200531.0,1.640399319703725,118.3359705575784,315.4244362355381,323.382251352405,2.908839941707366,2459172.2776927617,20201118.7776928,3.8173e-08,1.9485e-08,1.1221e-07,4.8602e-06,0.00016397,0.00017353,5.7896e-05,2.0422e-08,2.2449e-09,0.00027205,1.7785e-05,0.55486
N,3.316,0.368,0.56,2459000.5,59000,20200531.0,16.15801280654354,59.6540166044292,223.1858898776257,208.5837989467052,2.955767499790213,2459590.012568306,20220110.5125683,3.7384e-08,1.0269e-08,9.0305e-08,4.3351e-06,1.732e-05,2.1038e-05,1.4587e-05,1.2384e-08,1.6142e-09,5.8771e-05,8.8087e-06,0.45837
N,2.723,0.029,0.388,2459000.5,59000,20200531.0,4.618636607539463,185.5336783795176,211.5750730894949,164.1135871932995,2.997128177002947,2458234.6950442684,20180426.1950443,1.1386e-07,6.1665e-08,3.3743e-07,1.4511e-05,9.4822e-05,0.0001268,9.3958e-05,6.6828e-08,7.1675e-09,0.00042111,5.6185e-05,0.73749
N,2.059,0.06,0.48,2459000.5,59000,20200531.0,2.565127770867928,333.5291559207682,271.17676130358,353.6403301988849,2.560958733316089,2459022.744275203,20200622.2442752,4.2557e-08,1.4771e-08,9.5607e-08,6.7741e-06,9.8897e-05,0.00010266,2.722e-05,1.6577e-08,2.7759e-09,9.5236e-05,1.2226e-05,0.5237
N,2.861,0.094,0.102,2459000.5,59000,20200531.0,8.11327478438183,356.3615174115533,145.7683623533199,194.8836671295416,2.878783882090644,2459645.3692791346,20220306.8692791,7.3744e-08,1.4022e-08,1.8759e-07,6.33e-06,4.933e-05,5.3699e-05,2.0138e-05,1.6434e-08,2.1926e-09,8.0183e-05,1.204e-05,0.57504
N,4.278,0.046,1.35,2459000.5,59000,20200531.0,5.114928390583383,134.0921718089457,182.1475071260766,234.5360372367872,2.935698239976303,2459587.952653617,20220108.4526536,5.2092e-08,2.5345e-08,1.4739e-07,5.8607e-06,5.9237e-05,7.4205e-05,4.5647e-05,2.6843e-08,2.9293e-09,0.00021527,2.3119e-05,0.63448
Y,0.15,0.285,0.005,2459000.5,59000,20200531.0,7.688690048502414,30.73493295931778,237.5251564240981,102.5224613596956,3.242561841241474,2458684.431409522,20190719.9314095,5.1783e-08,1.1187e-08,1.0406e-07,7.2812e-06,2.0746e-05,2.7681e-05,1.2799e-05,1.7291e-08,2.5945e-09,3.7014e-05,8.8772e-06,0.41919
N,3.758,0.414,0.199,2459000.5,59000,20200531.0,4.660572692010527,88.725675919676,185.1272762983262,138.9725139980499,2.594350122306556,2458518.658354267,20190204.1583543,2.9724e-08,6.8148e-09,6.6248e-08,3.3507e-06,4.9046e-05,5.1161e-05,1.4847e-05,7.7929e-09,1.2995e-09,5.13e-05,5.6239e-06,0.4959
N,1.41,0.117,0.223,2459000.5,59000,20200531.0,14.27964400093487,125.6765148479144,141.5172231500355,75.07412339220195,3.318676416292546,2458664.953385224,20190630.4533852,5.6318e-08,2.8911e-08,1.5716e-07,7.799e-06,2.8043e-05,3.3106e-05,1.7814e-05,3.5704e-08,3.6106e-09,7.8289e-05,2.5966e-05,0.59215
N,5.089,0.13,0.274,2459000.5,59000,20200531.0,8.478693018808242,244.8776639315913,3.735132666650534,225.3965808450139,3.188414919357132,2459730.907932006,20220531.407932,6.1685e-08,3.3738e-08,1.9603e-07,6.7756e-06,4.8066e-05,0.00010257,9.336e-05,3.5174e-08,3.0495e-09,0.00050919,3.2326e-05,0.5292
N,1.917,0.277,0.182,2459000.5,59000,20200531.0,6.664044628464909,148.8827491044473,150.907971305664,196.1958055491282,2.650124868164287,2459600.220553763,20220120.7205538,3.4969e-08,1.0618e-08,8.1081e-08,3.7856e-06,3.6001e-05,3.979e-05,1.6088e-05,1.1961e-08,1.8491e-09,5.918e-05,8.9231e-06,0.53484
N,7.512,0.06,0.166,2459000.5,59000,20200531.0,10.23377891215763,123.2716856359228,293.0224467553016,156.0180538555289,3.421853106075893,2458112.598840805,20171225.0988408,4.8548e-08,2.0814e-08,1.5499e-07,4.1204e-06,2.971e-05,3.7907e-05,2.3444e-05,2.256e-08,1.7377e-09,0.00013215,2.0261e-05,0.50234
N,2.679,0.02,0.42,2459000.5,59000,20200531.0,7.752497482508579,229.2103850235133,189.2378828350397,341.8507806812889,3.578982247293041,2459098.148841626,20200905.6488416,1.0977e-06,2.2992e-07,3.1538e-06,1.1414e-05,0.00018334,0.00052605,0.00025938,2.706e-07,2.1079e-08,0.0013853,0.00021967,0.48939
N,3.863,0.098,0.223,2455364.5,55364,20100617.0,2.867480136424429,187.7225250461052,295.0798342478726,211.5604510302088,2.716967875036651,2456018.3122581937,20120331.8122582,226.68,682.0,1270.9,169.32,3781.9,97666.0,85008.0,696.3,87.277,123180.0,609550.0,0.24742
N,8.255,0.071,0.284,2459000.5,59000,20200531.0,2.558253681121823,119.4322138465014,64.09560590881414,210.7024858877594,3.418407075072088,2459821.876700439,20220830.3767004,5.4761e-08,1.8068e-08,1.6786e-07,4.3879e-06,0.00012476,0.00012593,1.8323e-05,2.0011e-08,1.596e-09,0.00010361,1.7391e-05,0.55687
N,2.857,0.072,1.089,2455319.5,55319,20100503.0,18.15095846882427,297.0127124338645,209.7203314847123,11.52731265290199,3.176384354550217,2455259.4982961128,20100303.9982961,15.988,71.686,19.264,91.915,404.91,13318.0,11755.0,76.549,6.9448,59021.0,67738.0,0.68073
N,2.859,0.26,0.725,2459000.5,59000,20200531.0,9.731203605840104,62.52389862482339,281.0641912316656,18.96366771559044,3.242322560479846,2458912.4807294486,20200303.9807294,5.3598e-08,1.8641e-08,1.4664e-07,5.54e-06,3.3189e-05,3.6157e-05,1.6404e-05,2.1932e-08,2.186e-09,7.5676e-05,1.6954e-05,0.57638
N,3.696,0.043,0.828,2459000.5,59000,20200531.0,12.01280704859738,8.465106453073947,99.03295609518446,258.8925360688169,3.713840995466716,2459573.148341569,20211224.6483416,6.6764e-08,7.7374e-08,1.9885e-07,1.0418e-05,3.6345e-05,5.7435e-05,3.5201e-05,9.1316e-08,6.5119e-09,0.00020217,7.5201e-05,0.58526
N,5.119,0.047,1.73,2459000.5,59000,20200531.0,17.22654371185931,80.62749536526206,334.7531887500122,75.98644011721258,3.822964813068885,2458573.371200095,20190330.8712001,9.196e-08,3.6941e-08,2.8048e-07,7.1664e-06,2.4292e-05,3.219e-05,1.9008e-05,4.5105e-08,3.1484e-09,0.00010406,3.5813e-05,0.56166
N,8.576,0.073,0.17,2459000.5,59000,20200531.0,16.48944776045461,357.958638576147,193.44842138,256.6852946369341,3.256430465358585,2459575.4367462066,20211226.9367462,6.8583e-08,2.9066e-08,2.1844e-07,6.6098e-06,1.6698e-05,6.1655e-05,6.3282e-05,3.0434e-08,2.5191e-09,0.00035648,2.8084e-05,0.52396
Y,0.213,0.118,0.006,2459000.5,59000,20200531.0,14.2352936316362,324.4466806697351,131.0188954613782,122.8557130942934,1.076823164033825,2458896.079870008,20200216.57987,1.4724e-06,4.3203e-08,1.2782e-06,0.000189,0.00015119,0.00021928,0.00020136,5.2352e-08,8.5801e-08,0.00017426,2.2314e-05,0.49126
N,3.958,0.037,1.069,2459000.5,59000,20200531.0,10.35885752979025,210.9653831113459,84.44340889382772,148.1837243552643,3.281015307605733,2458147.75496023,20180129.2549602,1.1145e-07,8.1704e-08,3.5348e-07,1.229e-05,7.3237e-05,0.00025518,0.00023615,8.4289e-08,6.6963e-09,0.0013652,7.9832e-05,0.62502
N,8.737,0.021,0.157,2459000.5,59000,20200531.0,10.28276119672851,12.37304577087149,216.4237078565486,303.8680951992059,3.678870974017558,2459322.315997883,20210417.8159979,4.692e-08,2.5172e-08,1.537e-07,5.4712e-06,2.4694e-05,2.9514e-05,1.7787e-05,2.919e-08,2.0759e-09,0.00010348,2.4564e-05,0.51427
Y,0.149,0.176,0.002,2459000.5,59000,20200531.0,11.93761073492333,154.4624703822926,116.808917198286,341.7482161108195,2.8157860704633,2459038.429876256,20200707.9298763,1.5615e-06,1.2838e-07,2.4873e-06,4.657e-05,2.5932e-05,0.0002333,0.0001601,2.2413e-07,5.7453e-08,0.00033719,8.9324e-05,0.53879
N,1.506,0.135,0.178,2459000.5,59000,20200531.0,12.31188011466617,11.39409831010306,340.7043001898813,139.7977245587831,3.030868053888327,2458419.508784346,20181028.0087843,6.567e-08,1.9486e-08,1.6972e-07,5.4759e-06,2.2811e-05,2.7415e-05,1.6251e-05,2.3069e-08,2.7472e-09,6.3189e-05,1.7082e-05,0.64098
N,3.641,0.16,0.169,2459000.5,59000,20200531.0,9.504580308356626,12.74794985727763,353.7023132988488,286.5666820622214,2.530127522229803,2459237.885064822,20210123.3850648,5.176e-08,6.4232e-09,1.126e-07,5.9022e-06,1.9982e-05,2.229e-05,9.7311e-06,7.5056e-09,1.3765e-09,3.1804e-05,5.1784e-06,0.53144
N,5.725,0.085,0.096,2459000.5,59000,20200531.0,8.221807877666336,100.8904105324498,200.0480354840622,16.64293303090649,3.226585673847879,2458915.140274091,20200306.6402741,4.3692e-08,3.0737e-08,1.3481e-07,5.103e-06,3.8534e-05,5.0232e-05,3.1597e-05,3.3671e-08,3.052e-09,0.00016191,2.8902e-05,0.53931
N,2.411,0.277,0.311,2459000.5,59000,20200531.0,3.108078169442786,285.6600445557918,101.5380328562302,221.4809556566592,2.456634181225449,2459452.6073777024,20210826.1073777,2.8205e-08,8.4702e-09,6.1744e-08,4.3189e-06,6.5056e-05,6.8035e-05,2.1317e-05,9.5486e-09,1.7863e-09,7.0924e-05,6.8506e-06,0.53929
N,2.429,0.249,0.407,2459000.5,59000,20200531.0,13.98522946632523,333.550083274678,177.6366909617325,105.9508185721032,2.727787028495939,2458551.437353843,20190308.9373538,8.9657e-08,2.0125e-08,2.3879e-07,8.2597e-06,2.024e-05,7.2301e-05,6.3886e-05,2.1165e-08,2.746e-09,0.00027228,1.7758e-05,0.58947
N,1.551,0.106,0.572,2455396.5,55396,20100719.0,8.672207692963452,195.7867162809167,215.8245519993663,326.5925604782738,3.291596937149219,2455541.700636172,20101211.2006362,4.833,28.704,8.8526,6.1239,79.268,1335.9,1262.9,35.82,3.7556,3120.0,25541.0,0.75428
N,2.472,0.24,0.194,2459000.5,59000,20200531.0,1.067410720641971,109.6247717367208,7.894069420783484,277.4084104816411,2.706129495775609,2459335.336850717,20210430.8368507,3.8032e-08,1.2933e-08,9.8284e-08,4.2334e-06,0.00026921,0.00027156,3.7362e-05,1.3899e-08,1.9003e-09,0.0001524,1.1244e-05,0.55617
N,2.035,0.224,0.463,2459000.5,59000,20200531.0,13.1426400927378,36.22465803521875,191.7800870894291,153.655462394965,3.314499945422684,2458324.5402967646,20180725.0402968,7.0535e-08,1.5784e-08,1.8588e-07,8.3859e-06,2.6385e-05,3.0269e-05,1.5301e-05,1.9675e-08,2.0241e-09,6.6594e-05,1.4102e-05,0.55411
N,17.048,0.037,0.263,2459000.5,59000,20200531.0,4.846209534328283,208.6987579796508,159.1918330850496,204.2692885688113,3.700607496786558,2459893.502564439,20221110.0025644,3.5809e-08,1.6494e-08,1.1367e-07,3.9832e-06,4.3489e-05,4.4892e-05,1.322e-05,1.9238e-08,1.3599e-09,7.9947e-05,1.6097e-05,0.49618
Y,0.488,0.118,0.158,2459000.5,59000,20200531.0,3.05525911945006,189.9270692231472,230.999272550179,293.9652341451126,1.866143659109808,2459079.260821326,20200817.7608213,1.6466e-08,2.3862e-09,1.7946e-08,3.9792e-06,7.2454e-05,7.2833e-05,3.7695e-06,3.9979e-09,2.6942e-09,4.7454e-06,1.3798e-06,0.48655
N,4.078,0.046,0.32,2459000.5,59000,20200531.0,3.933311924101928,51.88096757232385,302.0617851133749,68.41573262734448,5.132213390496845,2458453.498717676,20181130.9987177,6.2327e-08,6.3138e-08,2.6117e-07,1.3212e-05,0.0001136,0.00011674,2.1775e-05,8.1828e-08,2.9913e-09,0.00016917,6.8837e-05,0.57889
N,6.118,0.13,0.335,2459000.5,59000,20200531.0,11.44715524847522,176.81256450579,274.5775046812548,98.39806136242709,2.736395573024945,2458639.7570678378,20190605.2570678,2.6589e-08,8.0835e-09,6.1527e-08,3.8145e-06,1.4944e-05,1.9286e-05,1.1887e-05,9.3937e-09,1.4045e-09,4.3082e-05,6.7961e-06,0.45142
N,1.708,0.318,0.233,2459000.5,59000,20200531.0,3.184894647497196,293.0561576957954,140.4677724306148,100.1554487492644,3.226402496914886,2458582.5711756027,20190409.0711756,7.066e-08,1.8658e-08,1.9241e-07,3.365e-06,0.00013388,0.00013636,2.8297e-05,2.3451e-08,2.6128e-09,0.00011393,1.6378e-05,0.54884
N,7.224,0.064,0.122,2459000.5,59000,20200531.0,15.94464834553371,119.1592150149806,256.7002491160705,323.2634847356431,3.972607905078419,2459212.537419048,20201229.037419,3.1816e-08,3.7499e-08,1.0533e-07,6.3543e-06,1.4233e-05,2.0595e-05,1.625e-05,4.6746e-08,3.0581e-09,9.6203e-05,3.6676e-05,0.4931
N,2.644,0.439,0.341,2459000.5,59000,20200531.0,5.821919119492144,297.9959282911926,215.9022640100571,349.5063120603967,2.474190470678289,2459038.4936055415,20200707.9936055,4.3395e-08,8.3143e-09,1.0103e-07,4.02e-06,3.9701e-05,5.0186e-05,3.0673e-05,8.8092e-09,1.4751e-09,0.00011109,6.9611e-06,0.51488
N,4.107,0.029,0.988,2459000.5,59000,20200531.0,15.13839909656929,10.4602653768297,40.9690849170813,0.5786679039319994,3.033725563430806,2458997.98078614,20200528.4807861,7.0828e-08,2.7162e-08,2.0186e-07,9.9235e-06,1.7941e-05,4.1808e-05,3.7037e-05,3.1207e-08,3.5443e-09,0.00016122,2.4182e-05,0.55018
N,4.625,0.063,0.281,2459000.5,59000,20200531.0,11.16992078129828,243.4882886614794,356.7148707750396,353.1028263550506,3.001750358639148,2459030.033207562,20200629.5332076,6.1073e-08,1.4909e-08,1.6048e-07,7.0289e-06,2.5638e-05,3.0799e-05,1.6113e-05,1.7137e-08,1.9999e-09,6.8985e-05,1.3201e-05,0.58492
N,10.796,0.046,0.168,2459000.5,59000,20200531.0,4.175000721541832,118.7834404028096,81.46805236663877,142.0920281730092,4.397715866019198,2457845.89390204,20170402.393902,5.007e-08,5.4332e-08,1.9932e-07,6.6559e-06,7.3947e-05,8.0226e-05,3.1362e-05,5.969e-08,2.5055e-09,0.00025092,5.9557e-05,0.5638
N,2.572,0.14,0.675,2459000.5,59000,20200531.0,3.013024937391308,117.5587469949919,250.7331107556379,342.952681560193,3.300690216437464,2459088.275941934,20200826.7759419,1.0696e-07,3.3125e-08,3.1775e-07,5.3945e-06,0.00015589,0.00015761,2.5161e-05,3.7023e-08,3.2677e-09,0.00013004,3.1188e-05,0.69304
N,4.947,0.066,0.2,2459000.5,59000,20200531.0,4.30603049529908,82.77462537973335,301.5760344300235,61.95630386417525,2.74674059336329,2458778.0064788866,20191021.5064789,3.9491e-08,6.5964e-09,9.2866e-08,3.7509e-06,5.1079e-05,5.2088e-05,8.5074e-06,7.8013e-09,1.1863e-09,3.0654e-05,5.5078e-06,0.50939
N,1.962,0.115,0.37,2459000.5,59000,20200531.0,4.141146585446814,211.8295503951659,180.4486025697763,278.4495709055597,2.357962596685332,2459280.4106777003,20210306.9106777,5.5621e-08,1.0331e-08,1.2455e-07,6.2686e-06,5.6442e-05,7.2281e-05,4.5819e-05,1.081e-08,2.0035e-09,0.00015769,8.4971e-06,0.62792
N,2.158,0.316,0.308,2459000.5,59000,20200531.0,12.19115944517905,321.5633679679171,348.6379096839294,208.2470872963548,2.946858733707665,2459620.853660244,20220210.3536602,5.1369e-08,1.6063e-08,1.3128e-07,5.3164e-06,2.0281e-05,2.7456e-05,2.2816e-05,1.8694e-08,2.3277e-09,9.4215e-05,1.4004e-05,0.54093
N,3.119,0.035,0.123,2459000.5,59000,20200531.0,13.46614375634146,201.1675329267537,335.7159349905743,122.2437030744454,3.21387970479231,2458461.7288766936,20181209.2288767,7.2924e-08,2.8431e-08,1.9734e-07,1.0071e-05,3.1929e-05,4.1335e-05,2.4183e-05,3.4321e-08,3.6345e-09,0.00010858,2.5416e-05,0.56363
N,2.854,0.286,0.648,2459000.5,59000,20200531.0,6.314298225880845,321.9232362016795,59.12208576770309,138.047954418971,3.169880103568056,2458359.844173613,20180829.3441736,5.2358e-08,1.6183e-08,1.4156e-07,4.9406e-06,3.7324e-05,4.0441e-05,1.4149e-05,1.8617e-08,1.8983e-09,6.4903e-05,1.4718e-05,0.5021
N,8.866,0.056,0.537,2459000.5,59000,20200531.0,11.1197066479515,44.58230420181214,103.0025161677316,98.24944151267526,3.590941650895414,2458441.6940296,20181119.1940296,4.9006e-08,2.5175e-08,1.4981e-07,5.0674e-06,2.7869e-05,3.3438e-05,1.7821e-05,2.8647e-08,2.1039e-09,0.00010031,2.4502e-05,0.55027
Y,1.682,0.172,0.013,2459000.5,59000,20200531.0,20.27777563416524,203.5893768354886,148.3101675792037,256.6655626069769,1.219838296030513,2459070.1834673146,20200808.6834673,4.4821e-07,3.095e-09,3.4188e-07,3.0147e-05,5.9861e-05,5.1221e-05,6.3667e-05,4.9573e-09,9.0395e-09,4.2912e-05,1.4799e-06,0.47886
N,8.581,0.055,0.247,2459000.5,59000,20200531.0,14.86217893852033,285.188810989342,287.2271130870515,27.71748609870644,3.514068253591495,2458849.964104562,20200101.4641046,4.5278e-08,2.3995e-08,1.4134e-07,5.7704e-06,2.139e-05,3.0341e-05,2.2852e-05,2.7555e-08,2.1657e-09,0.00012378,2.2997e-05,0.56064
N,4.145,0.034,1.388,2459000.5,59000,20200531.0,10.543954275085,235.8144249907651,112.6353340548987,275.0686528905771,3.173560804681635,2459364.29001462,20210529.7900146,7.4776e-08,2.649e-08,1.9931e-07,1.0466e-05,4.4002e-05,5.3221e-05,3.657e-05,3.2183e-08,3.5513e-09,0.00016087,2.3456e-05,0.49924
Y,0.875,0.161,0.005,2459000.5,59000,20200531.0,1.681780640676743,285.3799317570016,186.401867326144,311.3485201311369,2.839687623593785,2459132.3619262083,20201009.8619262,3.5977e-08,2.547e-09,6.924e-08,3.0791e-06,0.00014208,0.00014179,6.5069e-06,3.7567e-09,7.3216e-10,1.783e-05,1.9362e-06,0.43116
N,1.788,0.201,0.247,2459000.5,59000,20200531.0,8.316606284002967,168.1097784031812,72.2125657292842,211.4325673999823,2.635254893583959,2459573.844562494,20211225.3445625,5.961e-08,1.453e-08,1.4201e-07,5.3637e-06,3.7063e-05,4.6732e-05,3.1567e-05,1.5714e-08,2.3177e-09,0.00012445,1.2427e-05,0.57048
N,5.045,0.079,1.439,2459000.5,59000,20200531.0,13.04632802224318,50.33830128934862,36.89781686787224,203.2912510599997,3.511885267356339,2459653.604808186,20220315.1048082,7.6045e-08,1.6849e-08,2.0389e-07,6.5309e-06,1.3768e-05,1.734e-05,1.1299e-05,2.3071e-08,2.3644e-09,5.2762e-05,1.4784e-05,0.42829
Y,0.558,0.099,0.01,2459000.5,59000,20200531.0,13.99370974711728,109.6743408151259,298.5770075236673,242.3782799135112,1.93739779224674,2459188.87845663,20201205.3784566,8.0513e-08,4.0808e-09,1.0927e-07,8.2177e-06,1.9574e-05,2.2567e-05,1.5666e-05,5.8318e-09,2.8192e-09,2.5198e-05,2.6033e-06,0.59419
N,2.136,0.039,0.62,2459000.5,59000,20200531.0,9.61781235392295,354.4853546257705,204.3233478454211,175.6990301862684,2.605826651367567,2458284.632579732,20180615.1325797,1.7178e-07,2.9751e-08,4.4567e-07,1.7436e-05,3.5578e-05,0.00027395,0.00026263,3.0686e-08,4.3354e-09,0.0010679,2.5909e-05,0.56839
Y,0.51,0.129,0.083,2459000.5,59000,20200531.0,7.770283810493051,69.25179907026434,213.718563436332,206.4502587343912,1.623142792981412,2459136.0790542685,20201013.5790543,6.1319e-08,1.762e-09,5.6053e-08,8.5981e-06,2.4329e-05,2.4408e-05,2.0919e-05,3.1377e-09,3.284e-09,1.8714e-05,9.217e-07,0.56028
N,3.072,0.039,0.557,2459000.5,59000,20200531.0,17.24025922531971,21.5632261379636,2.223526925688108,253.1992918523305,3.82255621215625,2459622.732767275,20220212.2327673,4.1746e-07,2.1942e-07,1.2394e-06,2.3708e-05,4.7869e-05,8.7349e-05,0.00011434,2.6156e-07,1.7617e-08,0.0007273,0.00021528,0.58829
Y,0.598,0.113,0.214,2459000.5,59000,20200531.0,23.01836819045153,76.31438908693423,186.7490376340553,161.5632698093225,4.190188574045774,2458321.621232307,20180722.1212323,1.1853e-07,1.8981e-07,3.7477e-07,7.8752e-06,4.6025e-05,6.0235e-05,5.5937e-05,3.084e-07,2.6273e-08,0.00016127,0.000167,0.4509
N,6.789,0.039,0.118,2459000.5,59000,20200531.0,15.80501835353211,39.24157855328917,267.9398886075694,213.3784710662453,3.488828989479198,2459842.14486045,20220919.6448605,5.5743e-08,3.0037e-08,1.8148e-07,6.9916e-06,2.1249e-05,4.1612e-05,3.7076e-05,3.3005e-08,2.4721e-09,0.00021429,2.9324e-05,0.63115
N,3.362,0.062,0.094,2459000.5,59000,20200531.0,12.31168881387838,12.61861064632335,190.4316476048563,104.329187364964,2.957959367171081,2458551.2279197634,20190308.7279198,9.0905e-08,1.8834e-08,2.3566e-07,9.4814e-06,3.532e-05,4.9315e-05,3.1371e-05,2.1252e-08,2.5026e-09,0.00013493,1.6707e-05,0.63666
N,2.502,0.372,0.137,2459000.5,59000,20200531.0,5.340598017830529,278.6487304627127,48.47888934630807,202.6349933102491,2.651932850034221,2459570.97130962,20211222.4713096,4.8749e-08,8.8555e-09,1.1288e-07,4.0915e-06,4.8866e-05,5.1232e-05,1.8564e-05,1.0048e-08,1.5678e-09,6.8792e-05,7.4173e-06,0.49655
N,2.376,0.313,0.437,2459000.5,59000,20200531.0,23.29414160659189,84.22668218400612,294.7868619757494,243.3801142744164,3.108682417146745,2459417.000916688,20210721.5009167,4.333e-08,1.5714e-08,1.0227e-07,4.8507e-06,1.2768e-05,1.5766e-05,1.5296e-05,2.111e-08,2.8521e-09,5.7246e-05,1.3096e-05,0.56585
Y,0.237,0.314,0.004,2459000.5,59000,20200531.0,9.834514159737951,263.2676746615622,10.55325384974853,237.957690398981,1.020248950079354,2459098.4569050954,20200905.9569051,1.1325e-07,1.0108e-08,1.0369e-07,2.0917e-05,1.1404e-05,3.8294e-05,7.4491e-05,1.2056e-08,2.2084e-08,6.1182e-05,5.1219e-06,0.16768
N,5.062,0.091,0.823,2459000.5,59000,20200531.0,13.37045434893646,294.4004274254731,82.84839425289033,62.20567328516738,3.647837318147606,2458661.6837064675,20190627.1837065,5.2915e-08,2.6693e-08,1.5881e-07,6.5106e-06,2.4465e-05,3.0571e-05,1.6192e-05,3.1759e-08,2.3977e-09,8.8197e-05,2.5607e-05,0.50606
N,7.189,0.034,0.12,2459000.5,59000,20200531.0,4.680495063185444,32.4753881459808,254.808765768565,228.5650745583778,3.225352261367401,2459722.218906568,20220522.7189066,4.8231e-08,2.4201e-08,1.4721e-07,4.7931e-06,6.9593e-05,9.5554e-05,6.8429e-05,2.5322e-08,2.1446e-09,0.00037858,2.3279e-05,0.57919
Y,0.89,0.042,0.165,2459000.5,59000,20200531.0,38.33294743226426,249.9003220140188,297.6265357352751,260.2376803521295,2.141846009027842,2459183.927371524,20201130.4273715,2.3057e-08,6.1475e-09,3.2907e-08,1.4092e-06,6.7e-07,5.1096e-06,3.4086e-06,8.8584e-09,3.3741e-09,7.3573e-06,4.1064e-06,0.40318
N,1.993,0.07,0.222,2459000.5,59000,20200531.0,22.25833085274841,94.64244690164624,83.74264483715876,47.39685134005815,2.724505269891691,2458836.8786716997,20191219.3786717,8.6887e-08,1.9812e-08,1.9004e-07,8.5258e-06,2.4293e-05,3.4096e-05,2.5798e-05,2.386e-08,3.8053e-09,8.7589e-05,1.6326e-05,0.57169
N,9.069,0.071,1.485,2459000.5,59000,20200531.0,25.68908083896446,207.0720099097316,271.812936944301,29.30914986371883,2.961250886918996,2458871.845984299,20200123.3459843,3.2357e-08,1.4009e-08,8.9149e-08,6.0685e-06,8.1366e-06,2.7795e-05,2.543e-05,1.5624e-08,1.803e-09,0.00011159,1.2507e-05,0.50663
N,3.986,0.04,0.099,2459000.5,59000,20200531.0,4.230909569885092,185.6968540517485,223.0944908277883,142.8277905735661,2.989757010934726,2458325.1790622305,20180725.6790622,6.2012e-08,2.8035e-08,1.6931e-07,7.3746e-06,6.6474e-05,7.968e-05,4.5421e-05,3.0042e-08,3.1878e-09,0.00021152,2.5656e-05,0.55331
N,7.77,0.039,0.018,2459000.5,59000,20200531.0,7.71640956249083,349.7277731131597,124.0785457581889,85.96529717732484,4.335394842838138,2458323.109896712,20180723.6098967,5.665e-08,6.3367e-08,2.0415e-07,9.2798e-06,4.6545e-05,6.7471e-05,5.1229e-05,7.005e-08,3.0758e-09,0.00039731,6.8753e-05,0.56992
